pair_id,node_a,node_b,relation,forward_a_implies_b,backward_b_implies_a,formal_a,formal_b,split_42,split_7,split_123,split_99,split_256
1636,1150,3890,incomparable,False,False,x = y ◇ ((z ◇ (x ◇ y)) ◇ x),x ◇ x = (y ◇ (y ◇ y)) ◇ x,test,excluded,excluded,train,train
1637,3196,327,weaker,True,False,x = (((y ◇ z) ◇ y) ◇ x) ◇ w,x ◇ y = x ◇ (y ◇ z),train,excluded,train,excluded,excluded
1638,3472,815,stronger,False,True,x ◇ x = y ◇ ((x ◇ x) ◇ y),x = y ◇ (z ◇ ((w ◇ u) ◇ u)),test,excluded,train,train,train
1639,1000,1751,equivalent,True,True,x = y ◇ ((z ◇ w) ◇ (y ◇ y)),x = (y ◇ y) ◇ ((z ◇ w) ◇ y),train,train,train,train,test
1640,1122,4642,incomparable,False,False,x = y ◇ ((y ◇ (y ◇ y)) ◇ x),(x ◇ y) ◇ x = (z ◇ x) ◇ x,train,test,train,excluded,train
1641,4531,4249,stronger,False,True,x ◇ (y ◇ z) = (y ◇ z) ◇ x,x ◇ y = ((z ◇ w) ◇ y) ◇ z,train,train,train,train,train
1642,3419,2325,stronger,False,True,x ◇ y = z ◇ (z ◇ (y ◇ z)),x = (y ◇ (x ◇ (z ◇ w))) ◇ w,train,train,test,excluded,test
1643,3783,2230,stronger,False,True,x ◇ y = (y ◇ z) ◇ (w ◇ w),x = ((y ◇ z) ◇ w) ◇ (w ◇ w),train,test,excluded,train,train
1644,419,1196,stronger,False,True,x = x ◇ (x ◇ (y ◇ (y ◇ x))),x = y ◇ ((z ◇ (z ◇ w)) ◇ u),excluded,excluded,test,excluded,train
1645,1782,3342,weaker,True,False,x = (y ◇ z) ◇ ((y ◇ z) ◇ z),x ◇ y = y ◇ (x ◇ (x ◇ x)),test,train,train,excluded,excluded
1646,1860,503,incomparable,False,False,x = (x ◇ (y ◇ y)) ◇ (y ◇ x),x = y ◇ (y ◇ (x ◇ (y ◇ x))),excluded,train,test,train,train
1647,1622,4470,weaker,True,False,x = (y ◇ z) ◇ (w ◇ (w ◇ u)),x ◇ (y ◇ y) = (x ◇ x) ◇ y,train,excluded,test,excluded,train
1648,1161,3723,weaker,True,False,x = y ◇ ((z ◇ (x ◇ w)) ◇ w),x ◇ y = (x ◇ y) ◇ (x ◇ z),train,train,train,train,excluded
1649,1926,1598,weaker,True,False,x = (y ◇ (y ◇ x)) ◇ (y ◇ z),x = (y ◇ z) ◇ (z ◇ (w ◇ x)),train,train,excluded,train,train
1650,3723,3220,stronger,False,True,x ◇ y = (x ◇ y) ◇ (x ◇ z),x = (((y ◇ z) ◇ z) ◇ z) ◇ z,excluded,train,train,train,excluded
1651,4048,390,equivalent,True,True,x ◇ y = (z ◇ (w ◇ y)) ◇ u,x ◇ y = (y ◇ z) ◇ x,train,train,excluded,train,test
1652,792,4648,weaker,True,False,x = y ◇ (z ◇ ((w ◇ x) ◇ y)),(x ◇ y) ◇ x = (z ◇ y) ◇ w,excluded,train,test,excluded,train
1653,59,3405,incomparable,False,False,x = x ◇ (y ◇ (z ◇ y)),x ◇ y = z ◇ (y ◇ (z ◇ y)),train,test,excluded,excluded,excluded
1654,2161,178,stronger,False,True,x = ((y ◇ z) ◇ x) ◇ (x ◇ x),x = (y ◇ y) ◇ (x ◇ z),train,test,excluded,excluded,train
1655,2971,4429,weaker,True,False,x = ((y ◇ (y ◇ z)) ◇ w) ◇ w,x ◇ (x ◇ y) = (z ◇ w) ◇ z,excluded,test,excluded,train,train
1656,2419,3138,equivalent,True,True,x = (y ◇ (z ◇ (w ◇ x))) ◇ u,x = (((y ◇ x) ◇ z) ◇ w) ◇ u,train,train,test,train,excluded
1657,1264,1791,stronger,False,True,x = x ◇ (((y ◇ z) ◇ y) ◇ z),x = (y ◇ z) ◇ ((z ◇ x) ◇ z),test,train,test,train,train
1658,2860,1495,stronger,False,True,x = ((x ◇ (x ◇ y)) ◇ z) ◇ z,x = (y ◇ x) ◇ (y ◇ (z ◇ y)),train,train,test,train,excluded
1659,1126,383,weaker,True,False,x = y ◇ ((y ◇ (y ◇ z)) ◇ y),x ◇ y = (x ◇ z) ◇ w,excluded,train,train,train,excluded
1660,265,2109,stronger,False,True,x = ((x ◇ y) ◇ y) ◇ z,x = ((y ◇ x) ◇ z) ◇ (x ◇ z),train,train,excluded,excluded,excluded
1661,664,1122,incomparable,False,False,x = x ◇ (y ◇ ((z ◇ w) ◇ w)),x = y ◇ ((y ◇ (y ◇ y)) ◇ x),train,excluded,excluded,excluded,excluded
1662,3195,1826,incomparable,False,False,x = (((y ◇ z) ◇ y) ◇ x) ◇ z,x = (y ◇ z) ◇ ((w ◇ u) ◇ x),test,train,train,train,train
1663,2545,1895,weaker,True,False,x = (y ◇ ((y ◇ y) ◇ y)) ◇ z,x = (y ◇ (x ◇ y)) ◇ (x ◇ y),train,train,train,test,test
1664,4270,3851,stronger,False,True,x ◇ (x ◇ x) = x ◇ (y ◇ y),x ◇ y = (z ◇ w) ◇ (w ◇ x),test,test,excluded,excluded,excluded
1665,3484,2865,incomparable,False,False,x ◇ x = y ◇ ((y ◇ y) ◇ x),x = ((x ◇ (y ◇ x)) ◇ y) ◇ x,excluded,excluded,excluded,train,train
1666,3356,1683,stronger,False,True,x ◇ y = y ◇ (y ◇ (y ◇ y)),x = (y ◇ x) ◇ ((x ◇ x) ◇ z),train,excluded,excluded,excluded,test
1667,3544,2311,stronger,False,True,x ◇ y = x ◇ ((z ◇ w) ◇ u),x = (y ◇ (x ◇ (z ◇ x))) ◇ y,excluded,train,train,train,train
1668,4138,4039,stronger,False,True,x ◇ y = ((x ◇ z) ◇ x) ◇ y,x ◇ y = (z ◇ (w ◇ x)) ◇ x,excluded,test,excluded,train,train
1669,4239,2224,stronger,False,True,x ◇ y = ((z ◇ z) ◇ w) ◇ z,x = ((y ◇ z) ◇ w) ◇ (z ◇ z),train,train,train,excluded,excluded
1670,1530,3779,weaker,True,False,x = (y ◇ y) ◇ (y ◇ (y ◇ z)),x ◇ y = (y ◇ z) ◇ (z ◇ w),train,test,train,train,excluded
1671,4268,2904,stronger,False,True,x ◇ (x ◇ x) = x ◇ (x ◇ y),x = ((y ◇ (x ◇ x)) ◇ y) ◇ z,train,train,train,train,excluded
1672,864,2086,incomparable,False,False,x = x ◇ ((y ◇ z) ◇ (w ◇ x)),x = ((x ◇ y) ◇ z) ◇ (w ◇ u),excluded,train,excluded,train,excluded
1673,3031,334,weaker,True,False,x = ((y ◇ (z ◇ w)) ◇ y) ◇ z,x ◇ y = y ◇ (x ◇ z),excluded,train,train,test,train
1674,3009,2419,equivalent,True,True,x = ((y ◇ (z ◇ z)) ◇ x) ◇ z,x = (y ◇ (z ◇ (w ◇ x))) ◇ u,train,train,excluded,train,train
1675,3684,1883,incomparable,False,False,x ◇ x = (y ◇ y) ◇ (x ◇ x),x = (x ◇ (y ◇ z)) ◇ (w ◇ u),train,excluded,train,train,train
1676,4389,4059,stronger,False,True,x ◇ (x ◇ x) = (y ◇ y) ◇ y,x ◇ y = (z ◇ (w ◇ u)) ◇ x,train,train,train,train,excluded
1677,4047,4075,weaker,True,False,x ◇ y = (z ◇ (w ◇ y)) ◇ w,x ◇ x = ((x ◇ y) ◇ y) ◇ z,train,train,excluded,excluded,excluded
1678,1071,4102,incomparable,False,False,x = x ◇ ((y ◇ (z ◇ w)) ◇ u),x ◇ x = ((y ◇ z) ◇ x) ◇ z,train,excluded,train,excluded,train
1679,3484,2228,stronger,False,True,x ◇ x = y ◇ ((y ◇ y) ◇ x),x = ((y ◇ z) ◇ w) ◇ (w ◇ y),train,excluded,excluded,train,train
1680,470,330,weaker,True,False,x = y ◇ (x ◇ (x ◇ (z ◇ y))),x ◇ y = x ◇ (z ◇ z),train,test,excluded,train,train
1681,4241,1815,stronger,False,True,x ◇ y = ((z ◇ z) ◇ w) ◇ u,x = (y ◇ z) ◇ ((w ◇ y) ◇ u),train,train,excluded,excluded,train
1682,2686,1050,incomparable,False,False,x = ((x ◇ y) ◇ (z ◇ y)) ◇ w,x = x ◇ ((y ◇ (y ◇ y)) ◇ z),excluded,train,excluded,train,train
1683,2464,946,stronger,False,True,x = (x ◇ ((y ◇ x) ◇ z)) ◇ z,x = y ◇ ((z ◇ x) ◇ (x ◇ w)),train,excluded,train,test,excluded
1684,2593,1611,equivalent,True,True,x = (y ◇ ((z ◇ y) ◇ z)) ◇ y,x = (y ◇ z) ◇ (w ◇ (y ◇ w)),train,train,train,train,train
1685,932,3689,weaker,True,False,x = y ◇ ((y ◇ z) ◇ (y ◇ z)),x ◇ x = (y ◇ y) ◇ (y ◇ z),train,excluded,excluded,train,excluded
1686,2636,49,weaker,True,False,x = (y ◇ ((z ◇ w) ◇ w)) ◇ w,x = x ◇ (x ◇ (y ◇ x)),excluded,train,train,train,excluded
1687,1216,4558,weaker,True,False,x = y ◇ ((z ◇ (w ◇ w)) ◇ u),x ◇ (y ◇ z) = (w ◇ x) ◇ y,excluded,train,test,train,excluded
1688,2306,2195,incomparable,False,False,x = (y ◇ (x ◇ (y ◇ z))) ◇ x,x = ((y ◇ z) ◇ z) ◇ (x ◇ x),train,train,excluded,excluded,train
1689,3650,3640,equivalent,True,True,x ◇ y = z ◇ ((w ◇ w) ◇ z),x ◇ y = z ◇ ((w ◇ y) ◇ z),excluded,train,excluded,test,excluded
1690,867,1989,stronger,False,True,x = x ◇ ((y ◇ z) ◇ (w ◇ w)),x = (y ◇ (z ◇ y)) ◇ (w ◇ z),train,excluded,train,excluded,train
1691,4642,3930,incomparable,False,False,(x ◇ y) ◇ x = (z ◇ x) ◇ x,x ◇ y = (x ◇ (y ◇ z)) ◇ x,excluded,excluded,excluded,excluded,excluded
1692,412,3372,incomparable,False,False,x = x ◇ (x ◇ (x ◇ (x ◇ y))),x ◇ y = y ◇ (z ◇ (z ◇ z)),train,excluded,train,train,train
1693,1326,2977,weaker,True,False,x = y ◇ (((y ◇ y) ◇ y) ◇ y),x = ((y ◇ (z ◇ x)) ◇ y) ◇ x,train,train,train,excluded,excluded
1694,157,3394,incomparable,False,False,x = (x ◇ y) ◇ (x ◇ y),x ◇ y = z ◇ (x ◇ (w ◇ w)),excluded,excluded,train,excluded,train
1695,470,434,weaker,True,False,x = y ◇ (x ◇ (x ◇ (z ◇ y))),x = x ◇ (y ◇ (x ◇ (z ◇ z))),excluded,test,excluded,train,train
1696,1454,2464,stronger,False,True,x = (x ◇ y) ◇ (y ◇ (y ◇ x)),x = (x ◇ ((y ◇ x) ◇ z)) ◇ z,excluded,excluded,excluded,excluded,excluded
1697,2107,4179,weaker,True,False,x = ((y ◇ x) ◇ z) ◇ (x ◇ x),x ◇ y = ((y ◇ z) ◇ y) ◇ y,test,excluded,excluded,train,train
1698,3710,3525,incomparable,False,False,x ◇ x = (y ◇ z) ◇ (w ◇ u),x ◇ y = x ◇ ((y ◇ z) ◇ y),excluded,train,train,excluded,train
1699,2343,2224,stronger,False,True,x = (y ◇ (y ◇ (y ◇ z))) ◇ x,x = ((y ◇ z) ◇ w) ◇ (z ◇ z),train,train,train,excluded,test
1700,3596,2791,incomparable,False,False,x ◇ y = z ◇ ((x ◇ w) ◇ z),x = ((y ◇ z) ◇ (y ◇ y)) ◇ x,excluded,train,train,excluded,excluded
1701,2213,3822,weaker,True,False,x = ((y ◇ z) ◇ w) ◇ (x ◇ y),x ◇ y = (z ◇ z) ◇ (x ◇ w),excluded,excluded,train,excluded,train
1702,116,2015,equivalent,True,True,x = y ◇ ((x ◇ x) ◇ z),x = (y ◇ (z ◇ w)) ◇ (y ◇ y),excluded,excluded,excluded,train,train
1703,3469,1787,stronger,False,True,x ◇ x = x ◇ ((y ◇ z) ◇ z),x = (y ◇ z) ◇ ((y ◇ w) ◇ w),excluded,train,excluded,train,test
1704,1480,327,incomparable,False,False,x = (y ◇ x) ◇ (x ◇ (x ◇ z)),x ◇ y = x ◇ (y ◇ z),train,excluded,train,excluded,excluded
1705,265,2010,stronger,False,True,x = ((x ◇ y) ◇ y) ◇ z,x = (y ◇ (z ◇ w)) ◇ (x ◇ y),excluded,train,train,test,train
1706,1000,77,equivalent,True,True,x = y ◇ ((z ◇ w) ◇ (y ◇ y)),x = y ◇ (y ◇ (y ◇ z)),train,train,excluded,excluded,excluded
1707,1040,2960,incomparable,False,False,x = x ◇ ((y ◇ (x ◇ y)) ◇ z),x = ((y ◇ (y ◇ z)) ◇ y) ◇ x,train,excluded,train,excluded,test
1708,543,1787,stronger,False,True,x = y ◇ (z ◇ (x ◇ (y ◇ z))),x = (y ◇ z) ◇ ((y ◇ w) ◇ w),test,excluded,excluded,train,test
1709,4208,2055,incomparable,False,False,x ◇ y = ((z ◇ y) ◇ x) ◇ x,x = ((x ◇ y) ◇ x) ◇ (y ◇ z),excluded,excluded,test,train,excluded
1710,2541,2949,incomparable,False,False,x = (y ◇ ((y ◇ y) ◇ x)) ◇ y,x = ((y ◇ (y ◇ y)) ◇ y) ◇ x,train,excluded,excluded,train,train
1711,2219,2849,weaker,True,False,x = ((y ◇ z) ◇ w) ◇ (y ◇ z),x = ((x ◇ (x ◇ x)) ◇ y) ◇ x,train,train,train,train,excluded
1712,27,2296,incomparable,False,False,x = (x ◇ y) ◇ z,x = (y ◇ (x ◇ (x ◇ z))) ◇ x,train,train,excluded,test,train
1713,390,2340,incomparable,False,False,x ◇ y = (y ◇ z) ◇ x,x = (y ◇ (y ◇ (y ◇ y))) ◇ x,train,train,excluded,excluded,excluded
1714,2697,1132,stronger,False,True,x = ((y ◇ x) ◇ (x ◇ x)) ◇ y,x = y ◇ ((y ◇ (z ◇ x)) ◇ w),train,train,excluded,train,train
1715,1870,3071,weaker,True,False,x = (x ◇ (y ◇ z)) ◇ (x ◇ w),x = (((x ◇ y) ◇ x) ◇ z) ◇ x,train,excluded,train,excluded,excluded
1716,844,4545,incomparable,False,False,x = x ◇ ((y ◇ y) ◇ (x ◇ z)),x ◇ (y ◇ z) = (z ◇ y) ◇ y,train,excluded,excluded,train,excluded
1717,2768,2226,equivalent,True,True,x = ((y ◇ y) ◇ (z ◇ w)) ◇ w,x = ((y ◇ z) ◇ w) ◇ (z ◇ u),excluded,train,excluded,train,train
1718,4601,2113,incomparable,False,False,(x ◇ x) ◇ y = (x ◇ z) ◇ x,x = ((y ◇ x) ◇ z) ◇ (y ◇ z),train,train,excluded,train,train
1719,1870,2270,weaker,True,False,x = (x ◇ (y ◇ z)) ◇ (x ◇ w),x = (x ◇ (y ◇ (y ◇ z))) ◇ y,train,test,excluded,train,excluded
1720,3372,3733,weaker,True,False,x ◇ y = y ◇ (z ◇ (z ◇ z)),x ◇ y = (x ◇ z) ◇ (x ◇ z),excluded,test,train,excluded,train
1721,3949,702,stronger,False,True,x ◇ y = (x ◇ (z ◇ w)) ◇ w,x = y ◇ (x ◇ ((z ◇ w) ◇ u)),train,excluded,test,excluded,train
1722,2666,3274,incomparable,False,False,x = ((x ◇ y) ◇ (x ◇ z)) ◇ y,x ◇ x = y ◇ (x ◇ (z ◇ x)),train,excluded,test,train,excluded
1723,611,2756,equivalent,True,True,x = y ◇ (z ◇ (w ◇ (u ◇ w))),x = ((y ◇ y) ◇ (z ◇ x)) ◇ w,train,excluded,excluded,excluded,train
1724,3600,3175,stronger,False,True,x ◇ y = z ◇ ((y ◇ x) ◇ y),x = (((y ◇ y) ◇ z) ◇ w) ◇ u,train,excluded,excluded,excluded,test
1725,1493,1628,equivalent,True,True,x = (y ◇ x) ◇ (y ◇ (y ◇ z)),x = (y ◇ z) ◇ (w ◇ (u ◇ v)),excluded,excluded,excluded,excluded,excluded
1726,3372,178,stronger,False,True,x ◇ y = y ◇ (z ◇ (z ◇ z)),x = (y ◇ y) ◇ (x ◇ z),train,test,excluded,excluded,train
1727,987,1443,weaker,True,False,x = y ◇ ((z ◇ z) ◇ (z ◇ z)),x = (x ◇ y) ◇ (x ◇ (x ◇ z)),excluded,train,train,train,train
1728,2109,547,equivalent,True,True,x = ((y ◇ x) ◇ z) ◇ (x ◇ z),x = y ◇ (z ◇ (x ◇ (z ◇ z))),excluded,train,test,excluded,excluded
1729,2409,840,weaker,True,False,x = (y ◇ (z ◇ (z ◇ z))) ◇ w,x = x ◇ ((y ◇ x) ◇ (z ◇ z)),train,excluded,test,excluded,train
1730,1918,2308,weaker,True,False,x = (y ◇ (x ◇ z)) ◇ (w ◇ z),x = (y ◇ (x ◇ (y ◇ z))) ◇ z,train,train,train,test,excluded
1731,127,1624,stronger,False,True,x = y ◇ ((y ◇ y) ◇ x),x = (y ◇ z) ◇ (w ◇ (u ◇ y)),train,train,train,excluded,train
1732,4096,121,stronger,False,True,x ◇ x = ((y ◇ y) ◇ z) ◇ x,x = y ◇ ((x ◇ z) ◇ y),test,excluded,excluded,excluded,excluded
1733,4080,4101,incomparable,False,False,x ◇ x = ((y ◇ x) ◇ x) ◇ x,x ◇ x = ((y ◇ z) ◇ x) ◇ y,train,excluded,test,excluded,excluded
1734,3600,2399,incomparable,False,False,x ◇ y = z ◇ ((y ◇ x) ◇ y),x = (y ◇ (z ◇ (z ◇ x))) ◇ y,train,train,train,train,test
1735,3462,2865,incomparable,False,False,x ◇ x = x ◇ ((y ◇ x) ◇ y),x = ((x ◇ (y ◇ x)) ◇ y) ◇ x,excluded,train,train,train,excluded
1736,2161,2147,stronger,False,True,x = ((y ◇ z) ◇ x) ◇ (x ◇ x),x = ((y ◇ y) ◇ z) ◇ (x ◇ w),train,excluded,train,train,train
1737,1259,4047,incomparable,False,False,x = x ◇ (((y ◇ z) ◇ x) ◇ y),x ◇ y = (z ◇ (w ◇ y)) ◇ w,train,train,train,train,excluded
1738,2748,1223,weaker,True,False,x = ((y ◇ y) ◇ (y ◇ y)) ◇ z,x = x ◇ (((x ◇ x) ◇ x) ◇ x),train,excluded,excluded,excluded,test
1739,2615,4506,weaker,True,False,x = (y ◇ ((z ◇ z) ◇ w)) ◇ z,x ◇ (y ◇ z) = (x ◇ x) ◇ x,train,excluded,excluded,train,test
1740,3042,3434,weaker,True,False,x = ((y ◇ (z ◇ w)) ◇ w) ◇ w,x ◇ y = z ◇ (w ◇ (x ◇ u)),test,train,excluded,train,train
1741,2089,299,stronger,False,True,x = ((y ◇ x) ◇ x) ◇ (x ◇ z),x = ((y ◇ z) ◇ z) ◇ y,excluded,train,excluded,train,excluded
1742,4476,3362,stronger,False,True,x ◇ (y ◇ y) = (x ◇ z) ◇ y,x ◇ y = y ◇ (z ◇ (x ◇ x)),train,train,excluded,train,train
1743,4649,4623,incomparable,False,False,(x ◇ y) ◇ x = (z ◇ w) ◇ x,(x ◇ x) ◇ y = (z ◇ z) ◇ w,excluded,excluded,train,excluded,excluded
1744,4608,3608,incomparable,False,False,(x ◇ x) ◇ y = (y ◇ y) ◇ x,x ◇ y = z ◇ ((y ◇ z) ◇ y),train,train,test,excluded,excluded
1745,796,3865,incomparable,False,False,x = y ◇ (z ◇ ((w ◇ y) ◇ x)),x ◇ x = (x ◇ (x ◇ y)) ◇ y,train,train,excluded,train,train
1746,4693,632,incomparable,False,False,(x ◇ y) ◇ z = (w ◇ u) ◇ z,x = x ◇ (y ◇ ((x ◇ y) ◇ x)),train,excluded,train,excluded,excluded
1747,1196,419,weaker,True,False,x = y ◇ ((z ◇ (z ◇ w)) ◇ u),x = x ◇ (x ◇ (y ◇ (y ◇ x))),excluded,excluded,test,excluded,train
1748,3039,3469,incomparable,False,False,x = ((y ◇ (z ◇ w)) ◇ w) ◇ x,x ◇ x = x ◇ ((y ◇ z) ◇ z),excluded,train,train,excluded,test
1749,840,1286,incomparable,False,False,x = x ◇ ((y ◇ x) ◇ (z ◇ z)),x = y ◇ (((x ◇ y) ◇ x) ◇ y),train,train,excluded,excluded,train
1750,3966,3037,stronger,False,True,x ◇ y = (y ◇ (y ◇ y)) ◇ z,x = ((y ◇ (z ◇ w)) ◇ z) ◇ w,excluded,train,excluded,train,train
1751,4654,3039,incomparable,False,False,(x ◇ y) ◇ y = (x ◇ y) ◇ z,x = ((y ◇ (z ◇ w)) ◇ w) ◇ x,excluded,train,train,excluded,excluded
1752,347,4496,incomparable,False,False,x ◇ y = z ◇ (y ◇ y),x ◇ (y ◇ y) = (z ◇ y) ◇ w,train,excluded,train,train,excluded
1753,3753,3525,weaker,True,False,x ◇ y = (y ◇ x) ◇ (y ◇ z),x ◇ y = x ◇ ((y ◇ z) ◇ y),test,train,train,excluded,excluded
1754,543,4634,incomparable,False,False,x = y ◇ (z ◇ (x ◇ (y ◇ z))),(x ◇ y) ◇ x = (x ◇ z) ◇ w,excluded,excluded,train,excluded,excluded
1755,3011,347,incomparable,False,False,x = ((y ◇ (z ◇ z)) ◇ y) ◇ x,x ◇ y = z ◇ (y ◇ y),excluded,train,excluded,excluded,excluded
1756,2971,4525,weaker,True,False,x = ((y ◇ (y ◇ z)) ◇ w) ◇ w,x ◇ (y ◇ z) = (y ◇ x) ◇ z,test,excluded,excluded,train,excluded
1757,4603,2904,stronger,False,True,(x ◇ x) ◇ y = (x ◇ z) ◇ z,x = ((y ◇ (x ◇ x)) ◇ y) ◇ z,excluded,train,train,excluded,excluded
1758,3237,3636,incomparable,False,False,x = (((y ◇ z) ◇ w) ◇ z) ◇ x,x ◇ y = z ◇ ((w ◇ x) ◇ w),excluded,train,excluded,train,train
1759,453,406,incomparable,False,False,x = x ◇ (y ◇ (z ◇ (y ◇ w))),x ◇ y = (z ◇ w) ◇ x,excluded,train,train,excluded,train
1760,567,576,equivalent,True,True,x = y ◇ (z ◇ (y ◇ (w ◇ y))),x = y ◇ (z ◇ (z ◇ (y ◇ y))),excluded,train,train,train,train
1761,4639,2849,incomparable,False,False,(x ◇ y) ◇ x = (y ◇ z) ◇ y,x = ((x ◇ (x ◇ x)) ◇ y) ◇ x,train,train,train,train,excluded
1762,341,1101,incomparable,False,False,x ◇ y = y ◇ (z ◇ w),x = y ◇ ((x ◇ (z ◇ z)) ◇ y),excluded,train,excluded,train,excluded
1763,2744,860,incomparable,False,False,x = ((y ◇ y) ◇ (y ◇ x)) ◇ y,x = x ◇ ((y ◇ z) ◇ (z ◇ x)),excluded,train,excluded,train,test
1764,4491,51,incomparable,False,False,x ◇ (y ◇ y) = (z ◇ x) ◇ z,x = x ◇ (x ◇ (y ◇ z)),excluded,train,excluded,train,test
1765,2861,3510,weaker,True,False,x = ((x ◇ (x ◇ y)) ◇ z) ◇ w,x ◇ y = x ◇ ((x ◇ x) ◇ z),train,test,test,test,train
1766,1943,174,stronger,False,True,x = (y ◇ (y ◇ z)) ◇ (x ◇ z),x = (y ◇ x) ◇ (z ◇ z),train,test,train,train,train
1767,2824,717,equivalent,True,True,x = ((y ◇ z) ◇ (w ◇ x)) ◇ w,x = y ◇ (y ◇ ((y ◇ y) ◇ y)),train,train,excluded,test,excluded
1768,599,3011,weaker,True,False,x = y ◇ (z ◇ (w ◇ (z ◇ y))),x = ((y ◇ (z ◇ z)) ◇ y) ◇ x,excluded,train,excluded,excluded,excluded
1769,3935,960,incomparable,False,False,x ◇ y = (x ◇ (z ◇ x)) ◇ y,x = y ◇ ((z ◇ y) ◇ (x ◇ x)),train,train,excluded,excluded,excluded
1770,1957,2954,equivalent,True,True,x = (y ◇ (y ◇ z)) ◇ (w ◇ u),x = ((y ◇ (y ◇ y)) ◇ z) ◇ z,train,excluded,train,train,train
1771,1701,2115,incomparable,False,False,x = (y ◇ x) ◇ ((z ◇ x) ◇ x),x = ((y ◇ x) ◇ z) ◇ (z ◇ x),excluded,excluded,train,train,train
1772,935,2232,weaker,True,False,x = y ◇ ((y ◇ z) ◇ (z ◇ y)),x = ((y ◇ z) ◇ w) ◇ (u ◇ x),excluded,excluded,excluded,excluded,train
1773,2113,3510,incomparable,False,False,x = ((y ◇ x) ◇ z) ◇ (y ◇ z),x ◇ y = x ◇ ((x ◇ x) ◇ z),train,excluded,test,excluded,train
1774,1598,3780,incomparable,False,False,x = (y ◇ z) ◇ (z ◇ (w ◇ x)),x ◇ y = (y ◇ z) ◇ (w ◇ x),train,excluded,excluded,train,excluded
1775,1817,3441,weaker,True,False,x = (y ◇ z) ◇ ((w ◇ z) ◇ y),x ◇ y = z ◇ (w ◇ (z ◇ y)),excluded,train,train,train,train
1776,1503,1268,weaker,True,False,x = (y ◇ x) ◇ (z ◇ (y ◇ y)),x = x ◇ (((y ◇ z) ◇ z) ◇ z),train,test,excluded,train,train
1777,2415,1687,incomparable,False,False,x = (y ◇ (z ◇ (w ◇ x))) ◇ x,x = (y ◇ x) ◇ ((x ◇ z) ◇ x),excluded,train,train,excluded,train
1778,2208,1171,weaker,True,False,x = ((y ◇ z) ◇ z) ◇ (w ◇ y),x = y ◇ ((z ◇ (y ◇ z)) ◇ x),excluded,excluded,train,test,excluded
1779,1896,2231,equivalent,True,True,x = (y ◇ (x ◇ y)) ◇ (x ◇ z),x = ((y ◇ z) ◇ w) ◇ (w ◇ u),train,excluded,train,train,excluded
1780,4050,4004,stronger,False,True,x ◇ y = (z ◇ (w ◇ z)) ◇ y,x ◇ y = (z ◇ (x ◇ w)) ◇ u,excluded,excluded,train,train,train
1781,1849,4506,incomparable,False,False,x = (x ◇ (y ◇ x)) ◇ (x ◇ z),x ◇ (y ◇ z) = (x ◇ x) ◇ x,train,train,test,train,excluded
1782,265,1480,incomparable,False,False,x = ((x ◇ y) ◇ y) ◇ z,x = (y ◇ x) ◇ (x ◇ (x ◇ z)),train,train,train,excluded,train
1783,2324,1171,weaker,True,False,x = (y ◇ (x ◇ (z ◇ w))) ◇ z,x = y ◇ ((z ◇ (y ◇ z)) ◇ x),train,excluded,excluded,test,excluded
1784,2270,1199,stronger,False,True,x = (x ◇ (y ◇ (y ◇ z))) ◇ y,x = y ◇ ((z ◇ (w ◇ x)) ◇ z),train,excluded,test,excluded,excluded
1785,3141,3642,weaker,True,False,x = (((y ◇ y) ◇ x) ◇ x) ◇ z,x ◇ y = z ◇ ((w ◇ y) ◇ u),excluded,train,train,train,train
1786,113,3613,incomparable,False,False,x = x ◇ ((y ◇ z) ◇ w),x ◇ y = z ◇ ((y ◇ w) ◇ z),train,excluded,train,excluded,train
1787,1175,1342,stronger,False,True,x = y ◇ ((z ◇ (y ◇ w)) ◇ x),x = y ◇ (((y ◇ z) ◇ z) ◇ z),excluded,train,train,excluded,train
1788,3513,707,incomparable,False,False,x ◇ y = x ◇ ((x ◇ y) ◇ z),x = y ◇ (y ◇ ((x ◇ y) ◇ y)),excluded,train,train,train,train
1789,2464,209,weaker,True,False,x = (x ◇ ((y ◇ x) ◇ z)) ◇ z,x = (x ◇ (y ◇ x)) ◇ y,train,test,train,test,excluded
1790,1789,1126,stronger,False,True,x = (y ◇ z) ◇ ((z ◇ x) ◇ x),x = y ◇ ((y ◇ (y ◇ z)) ◇ y),test,train,train,excluded,train
1791,867,4067,weaker,True,False,x = x ◇ ((y ◇ z) ◇ (w ◇ w)),x ◇ x = ((x ◇ x) ◇ y) ◇ x,train,train,train,excluded,excluded
1792,51,996,stronger,False,True,x = x ◇ (x ◇ (y ◇ z)),x = y ◇ ((z ◇ w) ◇ (x ◇ z)),train,excluded,train,excluded,excluded
1793,1775,2644,weaker,True,False,x = (y ◇ z) ◇ ((y ◇ x) ◇ w),x = ((x ◇ x) ◇ (x ◇ x)) ◇ x,test,train,train,excluded,train
1794,2824,4239,weaker,True,False,x = ((y ◇ z) ◇ (w ◇ x)) ◇ w,x ◇ y = ((z ◇ z) ◇ w) ◇ z,train,train,train,excluded,train
1795,3935,241,stronger,False,True,x ◇ y = (x ◇ (z ◇ x)) ◇ y,x = (y ◇ (z ◇ x)) ◇ w,excluded,train,excluded,excluded,excluded
